"wage","education","experience","age","female","region"
24.1167168539817,17,11,34,0,"West"
44.6348793208075,16,7,29,1,"West"
36.8604379761818,15,13,34,1,"South"
38.4716267588426,14,14,34,1,"North"
41.4151452718391,16,22,44,1,"South"
20.8321127846183,14,22,42,0,"South"
22.8069949102247,15,23,44,0,"South"
65.0218076165407,18,16,40,1,"North"
54.9835653404145,19,8,33,1,"West"
48.6739597309147,15,37,58,1,"South"
17.2419722217366,18,4,28,0,"South"
27.7327566189788,16,21,43,0,"North"
28.3243321910606,11,30,47,0,"North"
46.9374076143725,15,25,46,1,"North"
32.8087146614109,14,32,52,0,"West"
31.0124423646846,12,29,47,0,"North"
21.6897577944913,11,35,52,0,"North"
46.6160574509803,15,20,41,1,"West"
30.0721269722501,15,9,30,0,"North"
24.7529678094344,19,16,41,0,"North"
31.8674616839951,13,22,41,1,"North"
21.3238545228277,15,19,40,0,"North"
14.4126862511819,12,12,30,0,"North"
94.8893409089594,14,32,52,1,"West"
80.8388136859474,17,24,47,1,"North"
81.4610455630495,20,14,40,1,"North"
38.1396375438625,15,10,31,1,"North"
13.7178921656251,11,40,57,0,"South"
60.3090931871431,15,17,38,1,"North"
79.2150612092486,19,12,37,1,"North"
46.8220625017204,15,27,48,1,"South"
41.4229824058586,19,18,43,0,"West"
68.7775362730915,18,15,39,1,"North"
29.8960258952963,12,22,40,0,"South"
136.371512639142,18,29,53,1,"North"
36.7942291876258,14,37,57,1,"West"
50.4488849807456,18,32,56,0,"West"
75.3475193122353,14,25,45,1,"West"
43.8595855411601,14,36,56,1,"South"
37.8775813600652,16,13,35,1,"South"
61.9207014271267,14,16,36,1,"West"
77.8614442983056,18,19,43,1,"West"
34.3789789683692,17,24,47,0,"West"
27.182927195178,17,14,37,0,"North"
34.0483478574415,12,15,33,1,"North"
43.1723711517733,14,23,43,1,"West"
95.8677283876802,20,32,58,1,"North"
19.2891302285485,11,11,28,1,"North"
44.3394580103824,19,18,43,1,"North"
23.8377007719954,11,14,31,1,"South"
38.3047592566076,12,41,59,1,"South"
35.5181465638174,16,20,42,0,"North"
28.5563631908078,19,15,40,0,"South"
92.8697575642283,17,25,48,1,"South"
20.3559365952898,17,5,28,0,"South"
38.4083251013702,19,6,31,0,"South"
106.010575558859,18,19,43,1,"West"
54.6976443035589,17,20,43,1,"North"
27.4066952714435,13,31,50,1,"South"
28.1019095074616,12,31,49,0,"West"
26.4726427560584,16,15,37,0,"South"
27.5559554405137,15,37,58,0,"North"
14.8528993181905,10,22,38,0,"West"
18.8991357492986,10,35,51,0,"South"
57.9563456707619,17,10,33,1,"West"
29.7244691403895,11,20,37,1,"West"
24.3725884511632,13,21,40,0,"West"
36.3719071600243,15,24,45,1,"South"
25.3045364386055,11,17,34,0,"North"
52.769277337119,19,1,26,1,"West"
79.9583191806904,18,32,56,1,"West"
17.2011039662165,11,35,52,0,"North"
35.705117655906,15,29,50,0,"West"
18.9955225011449,12,23,41,0,"West"
69.3068787133094,18,26,50,1,"North"
33.1591439688284,20,23,49,0,"South"
25.8974496515576,20,23,49,0,"North"
36.5334561786976,14,8,28,1,"North"
53.9879813683284,16,10,32,1,"West"
29.3873617212268,12,35,53,0,"West"
29.169663677307,11,21,38,1,"North"
23.2330885300939,16,20,42,0,"West"
39.1241184511867,13,34,53,1,"North"
101.528168409466,18,31,55,1,"West"
21.1339807626773,18,6,30,0,"South"
16.3811409154992,18,4,28,0,"North"
20.8698970540595,13,26,45,0,"South"
73.7435956449371,16,32,54,1,"North"
23.5236387258072,17,8,31,0,"North"
11.7640339846241,17,6,29,0,"North"
28.7765891887643,16,24,46,0,"South"
58.418135711427,15,32,53,1,"South"
54.8450099928081,15,34,55,1,"West"
43.5014553910485,20,15,41,0,"South"
59.148232012323,15,27,48,1,"South"
28.0501837157348,11,10,27,1,"South"
37.0131622653758,17,34,57,0,"West"
48.392363990977,11,28,45,1,"South"
36.1850938285184,17,6,29,1,"West"
21.1665821319519,14,34,54,0,"West"
28.9353160104419,13,26,45,0,"West"
42.0824925411458,16,23,45,1,"West"
19.8334036201743,17,5,28,0,"South"
31.1921205884309,17,13,36,0,"North"
59.758162335245,18,26,50,0,"West"
32.8199375999901,20,28,54,0,"North"
71.3392979691439,18,25,49,1,"West"
21.6229984847577,11,42,59,0,"North"
55.6220654554132,14,28,48,1,"North"
55.0891070528552,20,3,29,1,"South"
47.83786446475,15,16,37,1,"West"
25.9860775840545,20,8,34,0,"West"
41.5727638396763,11,29,46,1,"West"
108.978842941759,19,18,43,1,"West"
47.3376425322568,19,8,33,0,"West"
26.8359610146188,19,12,37,0,"South"
38.6915618550631,17,16,39,0,"West"
28.5494582540187,14,31,51,0,"North"
29.6508728323429,10,31,47,1,"West"
23.3675232348092,12,15,33,0,"South"
37.8013493217473,20,24,50,0,"South"
69.6748719395248,16,36,58,1,"South"
28.0060322001712,11,19,36,0,"West"
32.0994168987572,15,30,51,0,"West"
20.617415587095,16,21,43,0,"West"
45.2701779923157,18,32,56,1,"South"
39.3332513546167,12,39,57,1,"North"
26.8271192261744,11,24,41,1,"South"
29.418406763088,17,31,54,0,"South"
21.3959999260999,11,38,55,0,"South"
15.9033425402013,16,5,27,0,"South"
18.3265467345279,11,12,29,1,"West"
40.8427196908502,15,31,52,1,"North"
30.9132661671141,13,26,45,0,"South"
44.9124785983191,16,13,35,0,"South"
44.8796853768796,16,28,50,0,"West"
18.8298279925401,10,34,50,0,"West"
115.629030049419,16,37,59,1,"South"
50.7731259545997,12,17,35,1,"South"
95.9949415781287,17,15,38,1,"West"
35.5813964094047,16,3,25,1,"North"
32.9021587767171,19,2,27,0,"West"
43.5822975821816,15,29,50,0,"North"
16.7627655522736,17,17,40,0,"South"
14.7327635375549,11,9,26,0,"North"
21.0917766298613,10,44,60,1,"North"
24.3186242680484,18,12,36,0,"West"
26.2525632871765,11,34,51,0,"South"
31.846013648583,15,15,36,1,"South"
28.0640150107705,15,17,38,0,"South"
24.9014124606058,11,31,48,1,"South"
33.5200035301722,13,24,43,0,"North"
33.3834486825533,11,36,53,1,"West"
22.5371108711293,17,25,48,0,"North"
14.9262685848581,11,42,59,0,"South"
20.2810997479285,12,30,48,0,"West"
42.2773935642696,18,34,58,0,"South"
59.0452644353512,18,19,43,1,"North"
53.2816591933424,16,33,55,1,"South"
73.0597564882617,19,24,49,1,"South"
26.7848409672712,10,13,29,1,"North"
69.5145769974798,17,10,33,1,"West"
32.3404179979989,12,25,43,1,"West"
29.7490434709671,11,18,35,1,"North"
62.6096657243041,17,33,56,0,"North"
33.5186346883872,10,36,52,1,"West"
34.8749277311696,18,28,52,0,"South"
24.0358311300177,13,8,27,0,"North"
44.6969163639759,11,19,36,1,"West"
16.7409993014687,14,39,59,0,"South"
29.3407442118225,17,4,27,0,"West"
18.16422679263,15,15,36,0,"North"
18.3548397287858,13,28,47,0,"North"
69.3617017460521,16,37,59,1,"North"
43.5906462328256,16,7,29,1,"North"
26.5852337574346,12,31,49,0,"South"
73.6994923554258,17,11,34,1,"West"
32.5347691426435,18,34,58,0,"North"
15.2004051838099,10,12,28,0,"West"
31.5802632389125,11,36,53,1,"West"
30.2180335091714,11,21,38,1,"South"
48.2547948710789,18,18,42,1,"South"
38.2033447871371,15,23,44,1,"North"
50.0766336515594,16,16,38,1,"West"
21.8757426260858,14,30,50,0,"South"
50.7818749573855,16,36,58,1,"North"
114.915200480609,19,22,47,1,"West"
70.4402508437175,14,34,54,1,"South"
41.638716941576,18,9,33,1,"West"
29.1214647853138,13,19,38,0,"North"
38.2998496028728,13,36,55,1,"West"
37.9049888739348,15,12,33,1,"North"
36.2583070235349,13,23,42,1,"South"
57.0138245676753,16,23,45,1,"North"
32.1028469088156,12,33,51,1,"South"
37.314535454614,14,33,53,1,"South"
41.5243535985827,15,35,56,0,"North"
28.7474513626418,10,22,38,1,"North"
92.7429377526495,19,14,39,1,"North"
32.0743397269442,15,28,49,0,"West"
18.7256285858145,20,2,25,0,"West"
100.112956249075,19,9,34,1,"West"
21.6708399830337,11,26,43,0,"West"
39.6758086876074,12,25,43,1,"South"
40.3386676068812,11,32,49,1,"North"
53.7902478638345,15,19,40,1,"North"
29.7971376912785,11,25,42,0,"West"
32.9494176452565,16,28,50,0,"West"
15.4465587535482,10,31,47,0,"South"
41.6904106307817,13,31,50,1,"South"
58.7699760080859,17,29,52,1,"South"
34.7432625250332,15,5,26,1,"North"
16.8314466480785,12,13,31,0,"South"
36.893094038855,14,29,49,0,"South"
28.118845592556,13,18,37,0,"South"
51.4694005045629,12,40,58,1,"West"
31.3231350917561,12,16,34,1,"South"
46.2288917649325,13,30,49,1,"North"
34.1153658937251,13,17,36,0,"North"
91.6418834712087,18,15,39,1,"South"
35.662504232669,13,13,32,1,"North"
9.27908317133719,10,11,27,0,"North"
26.1533659535608,10,39,55,0,"South"
21.019868852005,13,22,41,0,"South"
40.68760878158,11,35,52,1,"North"
47.2484061890201,20,1,27,1,"South"
70.4293454193098,19,30,55,1,"West"
16.1061185816395,13,7,26,0,"South"
14.2726800269021,11,24,41,0,"North"
57.4061945846194,15,27,48,1,"South"
24.5538916903217,14,34,54,0,"North"
16.0420342216918,12,13,31,0,"North"
46.8764583193344,16,32,54,1,"South"
38.6135542422472,16,33,55,1,"South"
57.1026657449542,16,26,48,1,"South"
83.0911555743752,16,6,28,1,"West"
98.2354434763662,19,18,43,1,"West"
17.1585250803009,15,13,34,0,"North"
94.4312213195596,15,31,52,1,"West"
46.7732624461576,13,25,44,1,"North"
98.6535525619853,18,22,46,1,"North"
23.9136572583703,14,17,37,0,"West"
51.3043859141431,13,35,54,1,"West"
43.907253587659,13,13,32,1,"North"
50.0064888789081,14,22,42,1,"South"
38.5618395012976,10,31,47,1,"West"
16.3275523469598,11,24,41,0,"South"
34.5910244512419,19,5,30,1,"South"
94.5197681446588,17,31,54,1,"North"
11.9854285579313,12,8,26,0,"West"
41.8534597259395,12,33,51,1,"West"
24.1066696972272,10,23,39,1,"West"
32.1404455450746,12,37,55,1,"West"
42.9976011780477,12,36,54,1,"South"
60.7158770930018,19,13,38,1,"South"
24.4603504189239,11,12,29,1,"North"
85.1684352913803,19,23,48,1,"South"
27.158547719781,12,9,27,1,"South"
25.1881222131517,19,18,43,0,"South"
78.4952695873081,19,10,35,1,"South"
29.9444716382554,11,15,32,1,"West"
30.7527297590316,16,22,44,0,"South"
34.2648611196056,13,28,47,0,"West"
20.8517446929654,14,29,49,0,"South"
29.2291564967913,12,19,37,1,"South"
121.594650247266,19,13,38,1,"North"
131.741274772242,18,23,47,1,"West"
19.7543002413016,15,29,50,0,"South"
26.0124847574511,15,37,58,0,"South"
35.8224372104375,19,21,46,0,"South"
26.4714620820407,15,18,39,1,"North"
68.2592300307478,15,16,37,1,"West"
59.0659844386494,17,18,41,1,"South"
35.9414691172441,13,39,58,0,"West"
33.5140583474601,14,38,58,0,"North"
16.1468387776296,15,21,42,0,"South"
55.3340032996259,19,2,27,1,"South"
31.3293530360855,17,32,55,0,"South"
40.3970558817498,11,29,46,1,"North"
50.1282244265622,16,19,41,1,"South"
52.5355198619246,14,35,55,1,"North"
17.7940417043346,12,22,40,0,"South"
19.0737893907221,12,36,54,0,"South"
29.9350634642311,19,8,33,0,"West"
41.5638893482432,12,29,47,1,"West"
41.6404138360732,15,28,49,1,"South"
57.08004274448,17,16,39,1,"South"
17.6503998723797,19,1,26,0,"South"
18.6534623828988,14,22,42,0,"North"
30.9886312908726,14,5,25,1,"South"
84.9318039779738,18,13,37,1,"West"
149.199543985228,20,22,48,1,"West"
28.5489629482053,13,29,48,0,"West"
75.8031663616394,17,20,43,1,"West"
48.0490521520364,11,25,42,1,"South"
128.321250921511,20,27,53,1,"North"
15.8962251043067,17,12,35,0,"South"
35.1403273569138,13,31,50,1,"West"
